Cancer_type	Phenotype	Genotype	signature
PAAD	TMB	transcript	(ENST00000446224)
PAAD	MSI	transcript	(ENST00000507213)
PAAD	MSI	transcript	(ENST00000402194)
PAAD	TMB	transcript	(ENST00000612232)
PAAD	TMB	transcript	(ENST00000598565)
PAAD	MSI	transcript	(ENST00000522817)
PAAD	TMB	transcript	(ENST00000621961)
PAAD	TMB	transcript	(ENST00000576315)
PAAD	TMB	transcript	(ENST00000505034)
PAAD	Stemness	transcript	(ENST00000529163)
PAAD	TMB	transcript	(ENST00000589869)
PAAD	MSI	transcript	(ENST00000422617)
PAAD	MSI	transcript	(ENST00000547477)
PAAD	TMB	transcript	(ENST00000480832)
PAAD	MSI	transcript	(ENST00000370591)
PAAD	MSI	transcript	(ENST00000270632)
PAAD	MSI	transcript	(ENST00000541714)
PAAD	Stemness	transcript	(ENST00000536441)
PAAD	MSI	transcript	(ENST00000357980)
PAAD	Stemness	transcript	(ENST00000268150)
PAAD	Stemness	transcript	(ENST00000308677)
PAAD	Stemness	transcript	(ENST00000559259)
PAAD	MSI	transcript	(ENST00000449880)
PAAD	MSI	transcript	(ENST00000523441)
PAAD	Stemness	transcript	(ENST00000331968)
PAAD	Stemness	transcript	(ENST00000354670)
PAAD	Stemness	transcript	(ENST00000451137)
PAAD	Stemness	transcript	(ENST00000370558)
PAAD	MSI	transcript	(ENST00000419140)
PAAD	Stemness	transcript	(ENST00000366930)
PAAD	Stemness	transcript	(ENST00000479322)
PAAD	MSI	transcript	(ENST00000530649)
PAAD	Stemness	transcript	(ENST00000393467)
PAAD	Stemness	transcript	(ENST00000533863)
PAAD	Stemness	transcript	(ENST00000264657)
PAAD	Stemness	transcript	(ENST00000343727)
PAAD	Stemness	transcript	(ENST00000424319)
PAAD	Stemness	transcript	(ENST00000263317)
PAAD	Stemness	transcript	(ENST00000371953)
PAAD	MSI	transcript	(ENST00000269571)
PAAD	MSI	transcript	(ENST00000455918)
PAAD	Stemness	transcript	(ENST00000380099)
PAAD	Stemness	transcript	(ENST00000263967)
PAAD	Stemness	transcript	(ENST00000409487)
PAAD	Stemness	transcript	(ENST00000374690)
PAAD	Stemness	transcript	(ENST00000320985)
PAAD	MSI	transcript	(ENST00000282441)
PAAD	Stemness	transcript	(ENST00000570283)
PAAD	MSI	transcript	(ENST00000358485)
PAAD	Stemness	transcript	(ENST00000398117)
PAAD	MSI	transcript	(ENST00000496166)
PAAD	MSI	transcript	(ENST00000395761)
PAAD	Stemness	transcript	(ENST00000284440)
PAAD	MSI	transcript	(ENST00000254301)
PAAD	Stemness	transcript	(ENST00000480024)
PAAD	Stemness	transcript	(ENST00000446046)
PAAD	Stemness	transcript	(ENST00000432372)
PAAD	Stemness	transcript	(ENST00000396033)
PAAD	Stemness	transcript	(ENST00000552387)
PAAD	MSI	transcript	(ENST00000447654)
PAAD	Stemness	transcript	(ENST00000373417)
PAAD	Stemness	transcript	(ENST00000373425)
PAAD	Stemness	transcript	(ENST00000361492)
PAAD	Stemness	transcript	(ENST00000606296)
PAAD	Stemness	transcript	(ENST00000454909)
PAAD	Stemness	transcript	(ENST00000338745)
PAAD	Stemness	transcript	(ENST00000331163)
PAAD	Stemness	transcript	(ENST00000264498)
PAAD	Stemness	transcript	(ENST00000242261)
PAAD	Stemness	transcript	(ENST00000546260)
PAAD	Stemness	transcript	(ENST00000538183)
PAAD	Stemness	transcript	(ENST00000216181)
PAAD	Stemness	transcript	(ENST00000307851)
PAAD	Stemness	transcript	(ENST00000484734)
PAAD	Stemness	transcript	(ENST00000397591)
PAAD	Stemness	transcript	(ENST00000260356)
PAAD	Stemness	transcript	(ENST00000560894)
PAAD	Stemness	transcript	(ENST00000490247)
PAAD	Stemness	transcript	(ENST00000420892)
PAAD	Stemness	transcript	(ENST00000368984)
PAAD	Stemness	transcript	(ENST00000563924)
PAAD	Stemness	transcript	(ENST00000580974)
PAAD	Stemness	transcript	(ENST00000369089)
PAAD	Stemness	transcript	(ENST00000369096)
PAAD	MSI	transcript	(ENST00000254079)
PAAD	MSI	transcript	(ENST00000206423)
PAAD	MSI	transcript	(ENST00000341926)
PAAD	MSI	transcript	(ENST00000439685)
PAAD	MSI	transcript	(ENST00000307751)
PAAD	MSI	transcript	(ENST00000280969)
PAAD	MSI	transcript	(ENST00000409517)
PAAD	MSI	transcript	(ENST00000407482)
PAAD	MSI	transcript	(ENST00000359396)
PAAD	MSI	transcript	(ENST00000332374)
PAAD	Stemness	transcript	(ENST00000541754)
PAAD	Stemness	transcript	(ENST00000472577)
PAAD	Stemness	transcript	(ENST00000606188)
PAAD	Stemness	transcript	(ENST00000325980)
PAAD	Stemness	transcript	(ENST00000345264)
PAAD	Stemness	transcript	(ENST00000262031)
PAAD	Stemness	transcript	(ENST00000593539)
PAAD	Stemness	transcript	(ENST00000563425)
PAAD	Stemness	transcript	(ENST00000370963)
PAAD	Stemness	transcript	(ENST00000529778)
PAAD	Stemness	transcript	(ENST00000578306)
PAAD	TMB	transcript	(ENST00000480627)
PAAD	TMB	transcript	(ENST00000393527)
PAAD	TMB	transcript	(ENST00000567360)
PAAD	MSI	transcript	(ENST00000354811)
PAAD	MSI	transcript	(ENST00000373693)
PAAD	MSI	transcript	(ENST00000529974)
PAAD	MSI	transcript	(ENST00000334661)
PAAD	MSI	transcript	(ENST00000509245)
PAAD	MSI	transcript	(ENST00000393913)
PAAD	MSI	transcript	(ENST00000369458)
PAAD	MSI	transcript	(ENST00000367511)
PAAD	MSI	transcript	(ENST00000467132)
PAAD	MSI	transcript	(ENST00000393080)
PAAD	MSI	transcript	(ENST00000555095)
PAAD	MSI	transcript	(ENST00000557004)
PAAD	Stemness	transcript	(ENST00000621465)
PAAD	Stemness	transcript	(ENST00000375058)
PAAD	Stemness	transcript	(ENST00000303391)
PAAD	Stemness	transcript	(ENST00000508266)
PAAD	Stemness	transcript	(ENST00000260128)
PAAD	Stemness	transcript	(ENST00000298743)
PAAD	Stemness	transcript	(ENST00000557255)
PAAD	Stemness	transcript	(ENST00000367511)
PAAD	TMB	transcript	(ENST00000560855)
PAAD	MSI	transcript	(ENST00000528712)
PAAD	Stemness	transcript	(ENST00000448393)
PAAD	Stemness	transcript	(ENST00000379965)
PAAD	MSI	transcript	(ENST00000563180)
PAAD	Stemness	transcript	(ENST00000356207)
PAAD	Stemness	transcript	(ENST00000425967)
PAAD	Stemness	transcript	(ENST00000261313)
PAAD	Stemness	transcript	(ENST00000465804)
PAAD	Stemness	transcript	(ENST00000326324)
PAAD	Stemness	transcript	(ENST00000532791)
PAAD	Stemness	transcript	(ENST00000397103)
PAAD	Stemness	transcript	(ENST00000464163)
PAAD	Stemness	transcript	(ENST00000397063)
PAAD	Stemness	transcript	(ENST00000573770)
PAAD	Stemness	transcript	(ENST00000321556)
PAAD	Stemness	transcript	(ENST00000274289)
PAAD	Stemness	transcript	(ENST00000510629)
PAAD	MSI	transcript	(ENST00000370315)
PAAD	Stemness	transcript	(ENST00000325455)
PAAD	Stemness	transcript	(ENST00000244050)
PAAD	MSI	transcript	(ENST00000460710)
PAAD	MSI	transcript	(ENST00000283243)
PAAD	MSI	transcript	(ENST00000393150)
PAAD	Stemness	transcript	(ENST00000260010)
PAAD	Stemness	transcript	(ENST00000540898)
PAAD	Stemness	transcript	(ENST00000223095)
PAAD	Stemness	transcript	(ENST00000374736)
PAAD	Stemness	transcript	(ENST00000391828)
PAAD	Stemness	transcript	(ENST00000491192)
PAAD	Stemness	transcript	(ENST00000373113)
PAAD	MSI	transcript	(ENST00000375734)
PAAD	Stemness	transcript	(ENST00000264079)
PAAD	MSI	transcript	(ENST00000400380)
PAAD	MSI	transcript	(ENST00000404532)
PAAD	MSI	transcript	(ENST00000477789)
PAAD	Stemness	transcript	(ENST00000265087)
PAAD	Stemness	transcript	(ENST00000626200)
PAAD	Stemness	transcript	(ENST00000549804)
PAAD	Stemness	transcript	(ENST00000395641)
PAAD	Stemness	transcript	(ENST00000405805)
PAAD	Stemness	transcript	(ENST00000282561)
PAAD	Stemness	transcript	(ENST00000237289)
PAAD	Stemness	transcript	(ENST00000522771)
PAAD	Stemness	transcript	(ENST00000524035)
PAAD	Stemness	transcript	(ENST00000398460)
PAAD	Stemness	transcript	(ENST00000355622)
PAAD	MSI	transcript	(ENST00000487719)
PAAD	MSI	transcript	(ENST00000488391)
PAAD	MSI	transcript	(ENST00000392496)
PAAD	Stemness	transcript	(ENST00000231061)
PAAD	Stemness	transcript	(ENST00000520687)
PAAD	Stemness	transcript	(ENST00000591762)
PAAD	MSI	transcript	(ENST00000374391)
PAAD	Stemness	transcript	(ENST00000266458)
PAAD	Stemness	transcript	(ENST00000388825)
PAAD	Stemness	transcript	(ENST00000377346)
PAAD	Stemness	transcript	(ENST00000380659)
PAAD	Stemness	transcript	(ENST00000261405)
PAAD	Stemness	transcript	(ENST00000629816)
PAAD	MSI	transcript	(ENST00000296027)
PAAD	MSI	transcript	(ENST00000216274)
PAAD	MSI	transcript	(ENST00000417748)
PAAD	Stemness	transcript	(ENST00000225831)
PAAD	Stemness	transcript	(ENST00000624362)
PAAD	Stemness	transcript	(ENST00000487821)
PAAD	MSI	transcript	(ENST00000308807)
PAAD	Stemness	transcript	(ENST00000481487)
PAAD	MSI	transcript	(ENST00000294981)
PAAD	MSI	transcript	(ENST00000346798)
PAAD	MSI	transcript	(ENST00000504771)
PAAD	MSI	transcript	(ENST00000294728)
PAAD	MSI	transcript	(ENST00000372285)
PAAD	MSI	transcript	(ENST00000461171)
PAAD	MSI	transcript	(ENST00000489040)
PAAD	MSI	transcript	(ENST00000510048)
PAAD	Stemness	transcript	(ENST00000531336)
PAAD	Stemness	transcript	(ENST00000521578)
PAAD	Stemness	transcript	(ENST00000573886)
PAAD	Stemness	transcript	(ENST00000298910)
PAAD	Stemness	transcript	(ENST00000479187)
PAAD	TMB	transcript	(ENST00000444458)
PAAD	Stemness	transcript	(ENST00000574306)
PAAD	Stemness	transcript	(ENST00000237305)
PAAD	Stemness	transcript	(ENST00000495528)
PAAD	MSI	transcript	(ENST00000526568)
PAAD	MSI	transcript	(ENST00000280357)
PAAD	Stemness	transcript	(ENST00000409970)
PAAD	Stemness	transcript	(ENST00000264832)
PAAD	MSI	transcript	(ENST00000217131)
PAAD	MSI	transcript	(ENST00000452806)
PAAD	MSI	transcript	(ENST00000222271)
PAAD	MSI	transcript	(ENST00000440886)
PAAD	Stemness	transcript	(ENST00000380576)
PAAD	Stemness	transcript	(ENST00000167106)
PAAD	Stemness	transcript	(ENST00000554237)
PAAD	Stemness	transcript	(ENST00000222271)
PAAD	Stemness	transcript	(ENST00000296511)
PAAD	Stemness	transcript	(ENST00000438077)
PAAD	MSI	transcript	(ENST00000373970)
PAAD	Stemness	transcript	(ENST00000382044)
PAAD	MSI	transcript	(ENST00000238044)
PAAD	MSI	transcript	(ENST00000531200)
PAAD	MSI	transcript	(ENST00000338784)
PAAD	MSI	transcript	(ENST00000263339)
PAAD	Stemness	transcript	(ENST00000303924)
PAAD	Stemness	transcript	(ENST00000330651)
PAAD	Stemness	transcript	(ENST00000537332)
PAAD	Stemness	transcript	(ENST00000327773)
PAAD	Stemness	transcript	(ENST00000360409)
PAAD	Stemness	transcript	(ENST00000332995)
PAAD	MSI	transcript	(ENST00000340208)
PAAD	MSI	transcript	(ENST00000419068)
PAAD	Stemness	transcript	(ENST00000394555)
PAAD	Stemness	transcript	(ENST00000261799)
PAAD	Stemness	transcript	(ENST00000549206)
PAAD	Stemness	transcript	(ENST00000453890)
PAAD	MSI	transcript	(ENST00000261740)
PAAD	MSI	transcript	(ENST00000256104)
PAAD	Stemness	transcript	(ENST00000337843)
PAAD	MSI	transcript	(ENST00000505805)
PAAD	Stemness	transcript	(ENST00000274031)
PAAD	MSI	transcript	(ENST00000360620)
PAAD	Stemness	transcript	(ENST00000319363)
PAAD	MSI	transcript	(ENST00000428336)
PAAD	Stemness	transcript	(ENST00000444129)
PAAD	Stemness	transcript	(ENST00000257552)
PAAD	Stemness	transcript	(ENST00000367619)
PAAD	Stemness	transcript	(ENST00000304748)
PAAD	Stemness	transcript	(ENST00000313164)
PAAD	MSI	transcript	(ENST00000525377)
PAAD	MSI	transcript	(ENST00000528163)
PAAD	MSI	transcript	(ENST00000532247)
PAAD	MSI	transcript	(ENST00000398409)
PAAD	MSI	transcript	(ENST00000281834)
PAAD	MSI	transcript	(ENST00000510719)
PAAD	Stemness	transcript	(ENST00000438257)
PAAD	Stemness	transcript	(ENST00000291700)
PAAD	Stemness	transcript	(ENST00000281834)
PAAD	Stemness	transcript	(ENST00000228251)
PAAD	Stemness	transcript	(ENST00000567695)
PAAD	Stemness	transcript	(ENST00000335670)
PAAD	MSI	transcript	(ENST00000375213)
PAAD	Stemness	transcript	(ENST00000445118)
PAAD	Stemness	transcript	(ENST00000497316)
PAAD	Stemness	transcript	(ENST00000481570)
PAAD	Stemness	transcript	(ENST00000215781)
PAAD	MSI	transcript	(ENST00000324689)
PAAD	MSI	transcript	(ENST00000503788)
PAAD	MSI	transcript	(ENST00000535009)
PAAD	MSI	transcript	(ENST00000455271)
PAAD	MSI	transcript	(ENST00000223271)
PAAD	MSI	transcript	(ENST00000309950)
PAAD	Stemness	transcript	(ENST00000484175)
PAAD	Stemness	transcript	(ENST00000223271)
PAAD	Stemness	transcript	(ENST00000598497)
PAAD	Stemness	transcript	(ENST00000261192)
PAAD	TMB	transcript	(ENST00000588874)
PAAD	Stemness	transcript	(ENST00000599937)
PAAD	Stemness	transcript	(ENST00000323446)
PAAD	MSI	transcript	(ENST00000396210)
PAAD	MSI	transcript	(ENST00000354352)
PAAD	Stemness	transcript	(ENST00000475225)
PAAD	Stemness	transcript	(ENST00000468221)
PAAD	Stemness	transcript	(ENST00000218348)
PAAD	Stemness	transcript	(ENST00000511884)
PAAD	Stemness	transcript	(ENST00000490872)
PAAD	Stemness	transcript	(ENST00000354352)
PAAD	MSI	transcript	(ENST00000473501)
PAAD	Stemness	transcript	(ENST00000399138)
PAAD	Stemness	transcript	(ENST00000218032)
PAAD	Stemness	transcript	(ENST00000271651)
PAAD	Stemness	transcript	(ENST00000525586)
PAAD	Stemness	transcript	(ENST00000528533)
PAAD	MSI	transcript	(ENST00000466032)
PAAD	MSI	transcript	(ENST00000359534)
PAAD	Stemness	transcript	(ENST00000570856)
PAAD	Stemness	transcript	(ENST00000573928)
PAAD	Stemness	transcript	(ENST00000302386)
PAAD	MSI	transcript	(ENST00000263369)
PAAD	MSI	transcript	(ENST00000425368)
PAAD	MSI	transcript	(ENST00000392623)
PAAD	Stemness	transcript	(ENST00000302746)
PAAD	Stemness	transcript	(ENST00000380320)
PAAD	MSI	transcript	(ENST00000438747)
PAAD	Stemness	transcript	(ENST00000481297)
PAAD	Stemness	transcript	(ENST00000499762)
PAAD	Stemness	transcript	(ENST00000442170)
PAAD	Stemness	transcript	(ENST00000340923)
PAAD	Stemness	transcript	(ENST00000523235)
PAAD	MSI	transcript	(ENST00000423943)
PAAD	MSI	transcript	(ENST00000368042)
PAAD	Stemness	transcript	(ENST00000467525)
PAAD	Stemness	transcript	(ENST00000271450)
PAAD	Stemness	transcript	(ENST00000585169)
PAAD	Stemness	transcript	(ENST00000375543)
PAAD	Stemness	transcript	(ENST00000375544)
PAAD	Stemness	transcript	(ENST00000381998)
PAAD	Stemness	transcript	(ENST00000450319)
PAAD	Stemness	transcript	(ENST00000598473)
PAAD	Stemness	transcript	(ENST00000424272)
PAAD	Stemness	transcript	(ENST00000496524)
PAAD	MSI	transcript	(ENST00000261037)
PAAD	MSI	transcript	(ENST00000317702)
PAAD	MSI	transcript	(ENST00000512322)
PAAD	Stemness	transcript	(ENST00000556539)
PAAD	Stemness	transcript	(ENST00000418572)
PAAD	Stemness	transcript	(ENST00000512322)
PAAD	Stemness	transcript	(ENST00000556140)
PAAD	MSI	transcript	(ENST00000299847)
PAAD	Stemness	transcript	(ENST00000366898)
PCPG	Stemness	transcript	(ENST00000272928 + ENST00000224784 + ENST00000488967 + ENST00000482085 + ENST00000372874 + ENST00000284987 + ENST00000450684 + ENST00000223357 + ENST00000453052 + ENST00000434445 + ENST00000431035 + ENST00000262713 + ENST00000300060 + ENST00000463340 + ENST00000422982 + ENST00000496567 + ENST00000395748 + ENST00000264245 + ENST00000228945 + ENST00000539131 + ENST00000309519 + ENST00000243440 + ENST00000355085 + ENST00000392370 + ENST00000222693 + ENST00000393480 + ENST00000304141 + ENST00000206423 + ENST00000439685 + ENST00000228434 + ENST00000246006 + ENST00000341529 + ENST00000252456 + ENST00000586577 + ENST00000263097 + ENST00000569352 + ENST00000487010 + ENST00000543140 + ENST00000617564 + ENST00000330295 + ENST00000414584 + ENST00000331944 + ENST00000366756 + ENST00000406555 + ENST00000371698 + ENST00000263277 + ENST00000308080 + ENST00000359543 + ENST00000288319 + ENST00000468474 + ENST00000356535 + ENST00000559133 + ENST00000373016 + ENST00000383694 + ENST00000474358 + ENST00000498491 + ENST00000490936 + ENST00000615637 + ENST00000543307 + ENST00000392219 + ENST00000531380 + ENST00000374694 + ENST00000215631 + ENST00000476324 + ENST00000479556 + ENST00000392585 + ENST00000323040 + ENST00000485767 + ENST00000477553 + ENST00000619757 + ENST00000336926 + ENST00000382512 + ENST00000307358 + ENST00000378700 + ENST00000408968 + ENST00000399808 + ENST00000531688 + ENST00000394660 + ENST00000394652 + ENST00000170630 + ENST00000562968 + ENST00000568746 + ENST00000563886 + ENST00000513000 + ENST00000560741 + ENST00000306072 + ENST00000557058 + ENST00000553804 + ENST00000296181 + ENST00000488480 + ENST00000393931 + ENST00000376030 + ENST00000252321 + ENST00000377093 + ENST00000498273 + ENST00000391743 + ENST00000370691 + ENST00000495695 + ENST00000252999 + ENST00000258341 + ENST00000411482 + ENST00000231004 + ENST00000393350 + ENST00000326043 + ENST00000608395 + ENST00000262041 + ENST00000398104 + ENST00000622940 + ENST00000371162 + ENST00000409569 + ENST00000439362 + ENST00000609220 + ENST00000603827 + ENST00000605570 + ENST00000445415 + ENST00000619655 + ENST00000605424 + ENST00000583597 + ENST00000457356 + ENST00000355192 + ENST00000379818 + ENST00000360772 + ENST00000379446 + ENST00000379433 + ENST00000505589 + ENST00000368223 + ENST00000541754 + ENST00000546313 + ENST00000535401 + ENST00000299964 + ENST00000473562 + ENST00000375023 + ENST00000474612 + ENST00000305097 + ENST00000588495 + ENST00000594315 + ENST00000599801 + ENST00000371045 + ENST00000394439 + ENST00000402802 + ENST00000490391 + ENST00000372764 + ENST00000559381 + ENST00000539310 + ENST00000512744 + ENST00000506979 + ENST00000289963 + ENST00000538077 + ENST00000482556 + ENST00000288368 + ENST00000407433 + ENST00000361752 + ENST00000275262 + ENST00000323534 + ENST00000479866 + ENST00000262031 + ENST00000379359 + ENST00000367459 + ENST00000493647 + ENST00000448893 + ENST00000486045 + ENST00000262316 + ENST00000590168 + ENST00000259939 + ENST00000534407 + ENST00000265678 + ENST00000469087 + ENST00000344691 + ENST00000527987 + ENST00000531205 + ENST00000431843 + ENST00000419036 + ENST00000310926 + ENST00000338380 + ENST00000288840 + ENST00000612349 + ENST00000297316 + ENST00000304501 + ENST00000443779 + ENST00000282470 + ENST00000242465 + ENST00000371225 + ENST00000394863 + ENST00000377103 + ENST00000392806 + ENST00000233143 + ENST00000532921 + ENST00000403167 + ENST00000487162 + ENST00000487577 + ENST00000367545 + ENST00000370056 + ENST00000376701 + ENST00000590071 + ENST00000585928)
PCPG	Stemness	transcript	(ENST00000437930 + ENST00000265769 + ENST00000376059 + ENST00000537931 + ENST00000524852 + ENST00000303927 + ENST00000310833 + ENST00000367036 + ENST00000356522 + ENST00000011653 + ENST00000342220 + ENST00000473212 + ENST00000355480 + ENST00000368985 + ENST00000344849 + ENST00000373203 + ENST00000543468 + ENST00000360938 + ENST00000393353 + ENST00000282397 + ENST00000615840 + ENST00000548938 + ENST00000486541 + ENST00000374561 + ENST00000242208 + ENST00000464515 + ENST00000341500 + ENST00000315707 + ENST00000311852 + ENST00000425538 + ENST00000521438 + ENST00000367511 + ENST00000301015 + ENST00000527866 + ENST00000248594 + ENST00000305352 + ENST00000561748 + ENST00000458537 + ENST00000630287 + ENST00000426263 + ENST00000075120 + ENST00000486749 + ENST00000340356 + ENST00000227163 + ENST00000378538 + ENST00000514554 + ENST00000508076 + ENST00000366787 + ENST00000346128 + ENST00000379705 + ENST00000592790)
